,brokered_by,status,price,bed,bath,acre_lot,street,city,state,zip_code,house_size,prev_sold_date
1039710,30107.0,for_sale,379900.0,3.0,4.0,,975745.0,Jasper,Texas,75951.0,3549.0,
1039711,80911.0,for_sale,259000.0,3.0,2.0,0.47,1679295.0,Jasper,Texas,75951.0,2273.0,
1039712,40236.0,for_sale,39000.0,,,,6099.0,Jasper,Texas,75951.0,,
1039713,40236.0,for_sale,36000.0,,,,6162.0,Jasper,Texas,75951.0,,
1039714,40236.0,for_sale,36000.0,,,,12897.0,Jasper,Texas,75951.0,,
1039715,81697.0,for_sale,479900.0,4.0,3.0,20.0,69781.0,Jasper,Texas,75951.0,1900.0,
1039716,40236.0,for_sale,32400.0,,,,599784.0,Jasper,Texas,75951.0,,
1039717,81697.0,for_sale,10000.0,,,0.25,1974982.0,Brookeland,Texas,75951.0,,
1039718,30107.0,for_sale,106375.0,,,11.5,2864.0,Jasper,Texas,75951.0,,
1039719,98774.0,for_sale,179500.0,4.0,2.0,,1502534.0,Jasper,Texas,75951.0,2546.0,4/20/2022
1039720,80911.0,for_sale,299000.0,2.0,2.0,0.75,1116139.0,Jasper,Texas,75951.0,1200.0,
1039721,58650.0,for_sale,345000.0,4.0,3.0,2.19,1428737.0,Jasper,Texas,75951.0,2908.0,4/12/2022
1039722,93123.0,for_sale,360000.0,,,60.0,2854.0,Jasper,Texas,75951.0,,
1039723,80911.0,for_sale,193000.0,4.0,2.0,0.66,645476.0,Jasper,Texas,75951.0,2128.0,
1039724,30107.0,for_sale,959000.0,2.0,2.0,177.19,862119.0,Jasper,Texas,75951.0,896.0,
1039725,30107.0,for_sale,250000.0,,,21.4,412689.0,Jasper,Texas,75951.0,,
1039726,81697.0,for_sale,30000.0,,,0.66,1974982.0,Brookeland,Texas,75951.0,,
1039727,93123.0,for_sale,240000.0,,,24.0,2853.0,Jasper,Texas,75951.0,,
1039728,58650.0,for_sale,235000.0,3.0,2.0,,1768176.0,Jasper,Texas,75951.0,1851.0,5/13/2022
1039729,93123.0,for_sale,588000.0,,,84.0,2853.0,Jasper,Texas,75951.0,,
1039730,30107.0,for_sale,351000.0,,,54.0,2518.0,Jasper,Texas,75951.0,,
1039731,80911.0,for_sale,89000.0,,,2.0,2873.0,Jasper,Texas,75951.0,,
1039732,30635.0,for_sale,349900.0,,,17.3,1881901.0,Jasper,Texas,75951.0,,
1039733,31056.0,for_sale,75000.0,,,9.0,373822.0,Onalaska,Texas,77360.0,,8/20/2004
1039734,1032.0,for_sale,49900.0,,,0.26,360520.0,Onalaska,Texas,77360.0,,
1039735,12503.0,for_sale,65000.0,,,0.0,1897530.0,Onalaska,Texas,77360.0,,3/1/1994
1039736,57433.0,for_sale,3000.0,,,0.07,1977524.0,Livingston,Texas,77351.0,,
1039737,33717.0,for_sale,204000.0,,,11.37,1880072.0,Livingston,Texas,77351.0,,
1039738,33717.0,for_sale,204000.0,,,11.37,1880059.0,Livingston,Texas,77351.0,,
1039739,33162.0,for_sale,299000.0,,,4.16,1881782.0,Onalaska,Texas,77360.0,,
1039740,56198.0,for_sale,100000.0,,,0.94,1941373.0,Livingston,Texas,77351.0,,
1039741,93473.0,for_sale,99000.0,,,2.02,1119097.0,Livingston,Texas,77351.0,,
1039742,56198.0,for_sale,100000.0,,,0.92,1941428.0,Livingston,Texas,77351.0,,
1039743,56198.0,for_sale,100000.0,,,0.78,1941429.0,Livingston,Texas,77351.0,,
1039744,56198.0,for_sale,135000.0,,,0.94,1941372.0,Livingston,Texas,77351.0,,
1039745,87887.0,for_sale,500000.0,,,0.94,307906.0,Onalaska,Texas,77360.0,,
1039746,33162.0,for_sale,259000.0,,,1.0,1433167.0,Livingston,Texas,77351.0,,
1039747,31056.0,for_sale,499900.0,,,0.51,577528.0,Livingston,Texas,77351.0,,5/27/2015
1039748,1032.0,for_sale,599000.0,,,0.61,574333.0,Livingston,Texas,77351.0,,
1039749,30340.0,for_sale,182000.0,,,25.0,508384.0,Nacogdoches,Texas,75961.0,,
1039750,83850.0,for_sale,483325.0,,,96.22,1865525.0,Nacogdoches,Texas,75961.0,,
1039751,58727.0,for_sale,499500.0,,,109.88,108271.0,Nacogdoches,Texas,75961.0,,
1039752,44618.0,for_sale,1243522.0,,,261.0,1865162.0,Nacogdoches,Texas,75961.0,,
1039753,37235.0,for_sale,110000.0,,,10.65,1851399.0,Nacogdoches,Texas,75964.0,,
1039754,53463.0,for_sale,349900.0,1.0,1.0,35.2,831781.0,Nacogdoches,Texas,75964.0,560.0,
1039755,14016.0,for_sale,150000.0,,,8.16,1249296.0,Nacogdoches,Texas,75964.0,,9/16/2009
1039756,53463.0,for_sale,69000.0,,,2.23,1286526.0,Nacogdoches,Texas,75964.0,,
1039757,79149.0,for_sale,124950.0,3.0,2.0,0.74,971310.0,Woodville,Texas,75979.0,1758.0,
1039758,62207.0,for_sale,99000.0,3.0,2.0,0.65,1119251.0,Woodville,Texas,75979.0,1354.0,5/6/2022
1039759,83596.0,for_sale,222000.0,4.0,3.0,2.0,323782.0,Hillister,Texas,77624.0,1652.0,
1039760,62208.0,for_sale,140000.0,3.0,1.0,1.0,1657114.0,Hillister,Texas,77624.0,1512.0,
1039761,58650.0,for_sale,249000.0,4.0,3.0,0.32,1020824.0,Woodville,Texas,75979.0,2752.0,3/24/2022
1039762,62207.0,for_sale,329000.0,4.0,3.0,,343041.0,Warren,Texas,77664.0,2398.0,5/9/2022
1039763,1032.0,for_sale,77500.0,,,4.96,9699.0,Onalaska,Texas,77360.0,,
1039764,1032.0,for_sale,72900.0,,,4.64,9700.0,Onalaska,Texas,77360.0,,
1039765,1032.0,for_sale,94500.0,,,6.03,597829.0,Onalaska,Texas,77360.0,,
1039766,1032.0,for_sale,98500.0,,,6.31,597830.0,Onalaska,Texas,77360.0,,
1039767,1032.0,for_sale,103000.0,,,6.62,597831.0,Onalaska,Texas,77360.0,,
1039768,1032.0,for_sale,101500.0,,,6.46,597828.0,Onalaska,Texas,77360.0,,
1039769,1032.0,for_sale,107500.0,,,6.9,597827.0,Onalaska,Texas,77360.0,,
1039770,15213.0,for_sale,40000.0,,,0.65,909912.0,Onalaska,Texas,77360.0,,5/21/2002
1039771,24639.0,for_sale,185625.0,,,6.75,534981.0,Livingston,Texas,77351.0,,
1039772,1032.0,for_sale,138500.0,,,8.73,597832.0,Onalaska,Texas,77360.0,,
1039773,523.0,for_sale,265000.0,2.0,,20.21,731088.0,Livingston,Texas,77351.0,400.0,
1039774,79273.0,for_sale,34900.0,,,0.52,1902682.0,Livingston,Texas,77351.0,,
1039775,81450.0,for_sale,725000.0,,1.0,96.11,1145204.0,Livingston,Texas,77351.0,2000.0,
1039776,97823.0,for_sale,85000.0,,,1.58,1880018.0,Onalaska,Texas,77360.0,,
1039777,16829.0,for_sale,185500.0,,,3.71,1880018.0,Onalaska,Texas,77360.0,,
1039778,1032.0,for_sale,29900.0,,,0.25,1898586.0,Livingston,Texas,77351.0,,
1039779,85385.0,for_sale,88000.0,,,1.01,1925535.0,Onalaska,Texas,77360.0,,
1039780,33162.0,for_sale,98000.0,,,1.0,1975349.0,Livingston,Texas,77351.0,,3/13/2003
1039781,31056.0,for_sale,160000.0,,,1.5,1944952.0,Onalaska,Texas,77360.0,,6/6/2017
1039782,1032.0,for_sale,185000.0,,,,470481.0,Livingston,Texas,77351.0,,
1039783,97823.0,for_sale,873378.0,,,20.05,1938327.0,Livingston,Texas,77351.0,,
1039784,107562.0,for_sale,750000.0,,,12.0,939284.0,Onalaska,Texas,77360.0,1442.0,
1039785,55145.0,for_sale,220000.0,,,2.99,35530.0,Livingston,Texas,77351.0,,1/28/2016
1039786,42215.0,for_sale,995000.0,,,48.05,1579447.0,Livingston,Texas,77351.0,,
1039787,33162.0,for_sale,147015.0,,,1.5,1976648.0,Livingston,Texas,77351.0,,
1039788,1032.0,for_sale,79900.0,,,0.51,525447.0,Livingston,Texas,77351.0,,
1039789,109767.0,for_sale,370000.0,,,1.24,891326.0,Onalaska,Texas,77360.0,,7/24/2000
1039790,15671.0,for_sale,135000.0,,,0.34,514527.0,Onalaska,Texas,77360.0,,
1039791,55145.0,for_sale,1840000.0,,,33.49,1175204.0,Livingston,Texas,77351.0,,
1039792,33162.0,for_sale,137500.0,3.0,2.0,0.18,816404.0,Onalaska,Texas,77360.0,1164.0,
1039793,12034.0,for_sale,221990.0,4.0,3.0,,1613432.0,Livingston,Texas,77351.0,2009.0,
1039794,31056.0,for_sale,17000.0,,,0.75,1994525.0,Livingston,Texas,77351.0,,
1039795,87897.0,for_sale,225000.0,1.0,1.0,0.41,191605.0,Livingston,Texas,77351.0,800.0,
1039796,52751.0,for_sale,12990.0,,,0.32,1853030.0,Onalaska,Texas,77360.0,,
1039797,48625.0,for_sale,20000.0,,,0.41,2000890.0,Onalaska,Texas,77360.0,,4/5/2021
1039798,66933.0,for_sale,8800.0,,,0.14,1268324.0,Livingston,Texas,77351.0,,
1039799,33717.0,for_sale,20000.0,,,0.17,715660.0,Livingston,Texas,77351.0,,3/8/2013
1039800,33717.0,for_sale,40000.0,,,0.34,715660.0,Livingston,Texas,77351.0,,3/8/2013
1039801,66677.0,for_sale,194990.0,3.0,2.0,0.11,586591.0,Livingston,Texas,77351.0,1200.0,
1039802,24639.0,for_sale,525000.0,3.0,2.0,,1366648.0,Livingston,Texas,77351.0,1805.0,
1039803,31056.0,for_sale,140000.0,,,3.71,1880018.0,Onalaska,Texas,77360.0,,
1039804,31056.0,for_sale,630000.0,3.0,2.0,9.19,1538656.0,Livingston,Texas,77351.0,3229.0,
1039805,31056.0,for_sale,640000.0,,,5.07,1284894.0,Livingston,Texas,77351.0,2730.0,
1039806,1032.0,for_sale,199900.0,,,,1995386.0,Livingston,Texas,77351.0,,
1039807,31056.0,for_sale,1100000.0,4.0,2.0,16.0,1403573.0,Livingston,Texas,77351.0,2484.0,
1039808,1032.0,for_sale,199900.0,,,,1934433.0,Livingston,Texas,77351.0,,
1039809,15213.0,for_sale,250000.0,,,0.8,562539.0,Onalaska,Texas,77360.0,,
1039810,76569.0,for_sale,229500.0,,,1.5,430174.0,Livingston,Texas,77351.0,,9/10/2003
1039811,1032.0,for_sale,2800000.0,,,2.55,283208.0,Onalaska,Texas,77360.0,,1/31/2005
1039812,11237.0,for_sale,399000.0,,,0.45,1287115.0,Livingston,Texas,77351.0,,3/27/2002
1039813,11237.0,for_sale,499000.0,,,0.55,1287114.0,Livingston,Texas,77351.0,,3/27/2002
1039814,33162.0,for_sale,325000.0,,,0.28,1973553.0,Livingston,Texas,77351.0,,
1039815,1032.0,for_sale,130000.0,3.0,2.0,0.23,726941.0,Livingston,Texas,77351.0,1152.0,
1039816,1032.0,for_sale,239500.0,2.0,1.0,1.5,376606.0,Livingston,Texas,77351.0,1088.0,
1039817,52660.0,for_sale,125000.0,2.0,2.0,0.5,1538598.0,Onalaska,Texas,77360.0,1550.0,
1039818,67302.0,for_sale,18500.0,,,0.09,1060294.0,Livingston,Texas,77351.0,,
1039819,65286.0,for_sale,6000.0,,,0.14,1887575.0,Livingston,Texas,77351.0,,
1039820,23859.0,for_sale,12000.0,,,0.17,1896454.0,Livingston,Texas,77351.0,,6/25/2003
1039821,23859.0,for_sale,12000.0,,,0.17,1896454.0,Livingston,Texas,77351.0,,
1039822,23859.0,for_sale,12000.0,,,0.17,1850587.0,Livingston,Texas,77351.0,,
1039823,23859.0,for_sale,12000.0,,,0.18,1850587.0,Livingston,Texas,77351.0,,6/25/2003
1039824,23859.0,for_sale,12000.0,,,0.2,1896454.0,Livingston,Texas,77351.0,,
1039825,1032.0,for_sale,34900.0,,,0.72,1859114.0,Onalaska,Texas,77360.0,,
1039826,53016.0,for_sale,19500.0,,,0.26,1870235.0,Livingston,Texas,77351.0,,
1039827,81109.0,for_sale,9000.0,,,0.09,1977079.0,Livingston,Texas,77351.0,,
1039828,1032.0,for_sale,5000.0,,,0.31,2000889.0,Onalaska,Texas,77360.0,,
1039829,56198.0,for_sale,9999.0,,,0.26,1906932.0,Livingston,Texas,77351.0,,
1039830,66677.0,for_sale,195990.0,3.0,2.0,0.11,1209957.0,Livingston,Texas,77351.0,1200.0,
1039831,66677.0,for_sale,197990.0,3.0,2.0,0.11,423171.0,Livingston,Texas,77351.0,1200.0,
1039832,66677.0,for_sale,205990.0,3.0,2.0,0.11,861124.0,Livingston,Texas,77351.0,1200.0,
1039833,83850.0,for_sale,50000.0,,,0.28,1973542.0,Livingston,Texas,77351.0,,
1039834,66677.0,for_sale,199990.0,3.0,2.0,0.11,574346.0,Livingston,Texas,77351.0,1200.0,
1039835,66677.0,for_sale,206490.0,4.0,2.0,0.11,511801.0,Livingston,Texas,77351.0,1400.0,
1039836,66677.0,for_sale,249990.0,5.0,3.0,0.11,1445049.0,Livingston,Texas,77351.0,2217.0,
1039837,66677.0,for_sale,212990.0,4.0,2.0,0.11,631014.0,Livingston,Texas,77351.0,1400.0,
1039838,66677.0,for_sale,209990.0,4.0,2.0,0.11,132564.0,Livingston,Texas,77351.0,1400.0,
1039839,66677.0,for_sale,236990.0,4.0,2.0,0.11,760069.0,Livingston,Texas,77351.0,1400.0,
1039840,66677.0,for_sale,234990.0,4.0,3.0,0.14,1433548.0,Livingston,Texas,77351.0,1811.0,
1039841,66677.0,for_sale,236990.0,4.0,3.0,0.14,1471445.0,Livingston,Texas,77351.0,1811.0,
1039842,66677.0,for_sale,242990.0,4.0,3.0,0.11,1413305.0,Livingston,Texas,77351.0,2009.0,
1039843,66677.0,for_sale,243990.0,4.0,3.0,0.11,1511895.0,Livingston,Texas,77351.0,2009.0,
1039844,24639.0,for_sale,960000.0,4.0,7.0,0.41,496534.0,Livingston,Texas,77351.0,5303.0,4/23/1999
1039845,33162.0,for_sale,119000.0,2.0,1.0,0.19,861189.0,Livingston,Texas,77351.0,840.0,9/11/2015
1039846,25016.0,for_sale,160000.0,2.0,2.0,0.18,604218.0,Onalaska,Texas,77360.0,1344.0,1/29/2007
1039847,81450.0,for_sale,95000.0,2.0,1.0,0.75,1106747.0,Onalaska,Texas,77360.0,832.0,
1039848,95862.0,for_sale,138999.0,3.0,2.0,0.26,612574.0,Onalaska,Texas,77360.0,1372.0,9/22/2004
1039849,37130.0,for_sale,159990.0,4.0,2.0,0.26,222185.0,Livingston,Texas,77351.0,1216.0,
1039850,95862.0,for_sale,152999.0,2.0,2.0,0.0,1380559.0,Onalaska,Texas,77360.0,1165.0,
1039851,1032.0,for_sale,210000.0,5.0,3.0,7.43,739702.0,Onalaska,Texas,77360.0,2432.0,
1039852,109767.0,for_sale,409900.0,3.0,3.0,0.84,888740.0,Onalaska,Texas,77360.0,2514.0,
1039853,65286.0,for_sale,8900.0,,,0.11,1844044.0,Livingston,Texas,77351.0,,
1039854,97441.0,for_sale,40000.0,,,,1948825.0,Onalaska,Texas,77360.0,,
1039855,83850.0,for_sale,10000.0,,,0.28,1876838.0,Livingston,Texas,77351.0,,10/10/2001
1039856,101851.0,for_sale,29900.0,3.0,2.0,0.19,544969.0,Onalaska,Texas,77360.0,1216.0,
1039857,81450.0,for_sale,69999.0,3.0,2.0,0.1,1294255.0,Livingston,Texas,77351.0,1280.0,
1039858,23041.0,for_sale,83900.0,3.0,2.0,0.19,747611.0,Livingston,Texas,77351.0,1020.0,5/5/2005
1039859,4336.0,for_sale,129000.0,3.0,2.0,0.3,787780.0,Onalaska,Texas,77360.0,2090.0,9/9/2002
1039860,31056.0,for_sale,69000.0,2.0,1.0,0.16,173968.0,Onalaska,Texas,77360.0,764.0,10/20/2006
1039861,27834.0,for_sale,89000.0,2.0,2.0,0.11,334087.0,Pointblank,Texas,77364.0,1050.0,
1039862,53016.0,for_sale,55000.0,,,0.56,1271129.0,Onalaska,Texas,77360.0,600.0,8/8/2013
1039863,81450.0,for_sale,175000.0,2.0,2.0,0.3,577964.0,Onalaska,Texas,77360.0,960.0,7/19/2012
1039864,43218.0,for_sale,234990.0,3.0,3.0,0.31,584286.0,Onalaska,Texas,77360.0,1400.0,
1039865,33162.0,for_sale,282500.0,4.0,3.0,0.5,1177303.0,Onalaska,Texas,77360.0,2108.0,2/8/2019
1039866,31056.0,for_sale,495000.0,3.0,2.0,0.53,1726235.0,Livingston,Texas,77351.0,1902.0,10/18/2019
1039867,56198.0,for_sale,350000.0,4.0,3.0,0.55,1646190.0,Livingston,Texas,77351.0,1844.0,
1039868,56281.0,for_sale,369900.0,3.0,2.0,0.19,447816.0,Onalaska,Texas,77360.0,1718.0,
1039869,31056.0,for_sale,325000.0,3.0,2.0,5.0,1046699.0,Livingston,Texas,77351.0,1104.0,
1039870,16062.0,for_sale,250000.0,3.0,2.0,0.46,766847.0,Livingston,Texas,77351.0,1410.0,6/10/2019
1039871,24639.0,for_sale,45000.0,,,0.3,229514.0,Livingston,Texas,77351.0,,
1039872,14185.0,for_sale,89900.0,,,0.13,1315166.0,Pointblank,Texas,77364.0,,10/13/2020
1039873,42054.0,for_sale,259000.0,3.0,2.0,0.37,541204.0,Livingston,Texas,77351.0,1606.0,11/1/2017
1039874,22611.0,for_sale,700000.0,3.0,2.0,0.01,725046.0,Livingston,Texas,77351.0,2296.0,1/11/2016
1039875,31056.0,for_sale,84000.0,,,0.23,629128.0,Onalaska,Texas,77360.0,,8/29/2003
1039876,57202.0,for_sale,259500.0,3.0,2.0,0.2,1307191.0,Onalaska,Texas,77360.0,1600.0,
1039877,87897.0,for_sale,675000.0,3.0,2.0,,1421710.0,Livingston,Texas,77351.0,2208.0,
1039878,33162.0,for_sale,925000.0,3.0,3.0,63.76,1065308.0,Livingston,Texas,77351.0,1792.0,
1039879,42054.0,for_sale,275000.0,,,0.0,18413.0,Onalaska,Texas,77360.0,,2/18/2020
1039880,81450.0,for_sale,124500.0,,,0.28,1293507.0,Livingston,Texas,77351.0,,11/20/2000
1039881,109657.0,for_sale,389000.0,,,,1379426.0,Livingston,Texas,77351.0,,10/1/2013
1039882,1032.0,for_sale,62000.0,2.0,2.0,0.26,905486.0,Livingston,Texas,77351.0,840.0,
1039883,1032.0,for_sale,48000.0,2.0,2.0,0.05,856237.0,Livingston,Texas,77351.0,952.0,
1039884,45673.0,for_sale,104900.0,2.0,2.0,0.09,656025.0,Pointblank,Texas,77364.0,896.0,
1039885,62566.0,for_sale,159000.0,2.0,2.0,0.13,1169632.0,Pointblank,Texas,77364.0,2212.0,
1039886,48625.0,for_sale,189000.0,2.0,2.0,0.18,605037.0,Livingston,Texas,77351.0,1377.0,1/22/2001
1039887,81450.0,for_sale,39500.0,2.0,2.0,0.14,322113.0,Onalaska,Texas,77360.0,672.0,
1039888,31056.0,for_sale,129000.0,3.0,2.0,,1246371.0,Onalaska,Texas,77360.0,1100.0,
1039889,109987.0,for_sale,130000.0,2.0,2.0,0.23,476139.0,Livingston,Texas,77351.0,2064.0,
1039890,1032.0,for_sale,139900.0,2.0,2.0,0.18,18722.0,Pointblank,Texas,77364.0,960.0,
1039891,48625.0,for_sale,145000.0,3.0,1.0,0.44,131556.0,Onalaska,Texas,77360.0,1339.0,3/15/2016
1039892,53016.0,for_sale,232500.0,4.0,3.0,0.25,1115630.0,Onalaska,Texas,77360.0,2007.0,1/16/2019
1039893,81450.0,for_sale,210000.0,2.0,2.0,0.73,1268682.0,Onalaska,Texas,77360.0,1344.0,4/1/1993
1039894,56281.0,for_sale,140000.0,2.0,,0.2,1106895.0,Onalaska,Texas,77360.0,728.0,
1039895,48625.0,for_sale,264900.0,3.0,2.0,0.18,739814.0,Livingston,Texas,77351.0,1694.0,1/4/2019
1039896,48625.0,for_sale,350000.0,3.0,2.0,0.0,1807861.0,Onalaska,Texas,77360.0,1776.0,
1039897,33162.0,for_sale,319900.0,3.0,2.0,0.41,158888.0,Livingston,Texas,77351.0,2022.0,2/2/2007
1039898,109767.0,for_sale,255000.0,3.0,2.0,0.26,361476.0,Onalaska,Texas,77360.0,1344.0,9/17/2015
1039899,66738.0,for_sale,780000.0,3.0,4.0,0.52,333287.0,Livingston,Texas,77351.0,2499.0,7/14/2020
1039900,92987.0,for_sale,9800.0,,,0.21,371065.0,Onalaska,Texas,77360.0,,
1039901,64604.0,for_sale,25000.0,,,0.12,1184477.0,Pointblank,Texas,77364.0,,
1039902,56198.0,for_sale,54500.0,,,1.13,1858360.0,Livingston,Texas,77351.0,,
1039903,81450.0,for_sale,8400.0,,,0.2,1867914.0,Onalaska,Texas,77360.0,,
1039904,81450.0,for_sale,339900.0,2.0,1.0,0.14,1210026.0,Onalaska,Texas,77360.0,936.0,5/23/2018
1039905,19187.0,for_sale,17000.0,,,0.27,761528.0,Onalaska,Texas,77360.0,,
1039906,1032.0,for_sale,925000.0,4.0,4.0,0.5,1540697.0,Onalaska,Texas,77360.0,2436.0,2/6/2020
1039907,44502.0,for_sale,75000.0,,,1.0,512272.0,Livingston,Texas,77351.0,,
1039908,56198.0,for_sale,220000.0,,,0.0,1857902.0,Livingston,Texas,77351.0,,
1039909,14185.0,for_sale,525000.0,4.0,3.0,1.87,189491.0,Pointblank,Texas,77364.0,1530.0,
1039910,1032.0,for_sale,135000.0,,,0.14,311443.0,Onalaska,Texas,77360.0,,3/1/1990
1039911,48625.0,for_sale,200000.0,,,0.42,1911543.0,Onalaska,Texas,77360.0,,6/1/1992
1039912,81801.0,for_sale,650000.0,,,2.13,104687.0,Pointblank,Texas,77364.0,,
1039913,48625.0,for_sale,72500.0,2.0,1.0,0.08,508775.0,Livingston,Texas,77351.0,824.0,
1039914,48625.0,for_sale,153000.0,3.0,2.0,0.72,1183915.0,Onalaska,Texas,77360.0,1736.0,
1039915,31056.0,for_sale,24750.0,2.0,2.0,0.25,321799.0,Livingston,Texas,77351.0,1782.0,
1039916,14185.0,for_sale,119900.0,3.0,2.0,0.21,703468.0,Pointblank,Texas,77364.0,1216.0,7/17/2013
1039917,87897.0,for_sale,179900.0,2.0,1.0,0.25,1040501.0,Livingston,Texas,77351.0,1410.0,
1039918,81660.0,for_sale,129000.0,2.0,1.0,0.43,259702.0,Trinity,Texas,75862.0,872.0,
1039919,23041.0,for_sale,159900.0,3.0,2.0,0.42,722315.0,Livingston,Texas,77351.0,1680.0,
1039920,1032.0,for_sale,120000.0,2.0,1.0,0.46,262509.0,Onalaska,Texas,77360.0,776.0,7/12/2016
1039921,3869.0,for_sale,289000.0,3.0,2.0,2.0,230484.0,Onalaska,Texas,77360.0,1882.0,
1039922,81450.0,for_sale,299900.0,4.0,3.0,0.53,130951.0,Onalaska,Texas,77360.0,2436.0,1/6/2016
1039923,33162.0,for_sale,259000.0,3.0,2.0,0.19,340028.0,Livingston,Texas,77351.0,1832.0,1/23/2017
1039924,48625.0,for_sale,57499.0,2.0,1.0,0.09,433173.0,Livingston,Texas,77351.0,768.0,
1039925,48625.0,for_sale,35000.0,1.0,1.0,,1034712.0,Onalaska,Texas,77360.0,,5/23/2005
1039926,42054.0,for_sale,325000.0,3.0,2.0,0.44,1106831.0,Livingston,Texas,77351.0,1655.0,10/30/2003
1039927,27834.0,for_sale,315000.0,3.0,2.0,0.2,1556484.0,Pointblank,Texas,77364.0,1216.0,6/21/2016
1039928,33717.0,for_sale,230000.0,3.0,2.0,0.19,337994.0,Livingston,Texas,77351.0,1824.0,6/27/2000
1039929,44502.0,for_sale,399900.0,3.0,2.0,1.53,1012298.0,Onalaska,Texas,77360.0,1760.0,3/2/2001
1039930,42054.0,for_sale,599000.0,3.0,2.0,7.94,82291.0,Livingston,Texas,77351.0,1718.0,2/19/2009
1039931,56281.0,for_sale,265000.0,3.0,2.0,0.19,551192.0,Livingston,Texas,77351.0,1652.0,4/1/2021
1039932,32630.0,for_sale,15000.0,,,0.05,1098451.0,Onalaska,Texas,77360.0,,
1039933,32630.0,for_sale,15000.0,,,0.05,1084508.0,Onalaska,Texas,77360.0,,
1039934,42054.0,for_sale,324900.0,3.0,2.0,,1171195.0,Livingston,Texas,77351.0,1352.0,4/16/2019
1039935,82967.0,for_sale,475000.0,3.0,2.0,,1131415.0,Onalaska,Texas,77360.0,1797.0,9/30/2005
1039936,56198.0,for_sale,550000.0,3.0,2.0,1.17,466156.0,Livingston,Texas,77351.0,1760.0,9/26/2003
1039937,59179.0,for_sale,399900.0,3.0,2.0,0.38,907143.0,Trinity,Texas,75862.0,1360.0,4/10/2007
1039938,48838.0,for_sale,199900.0,4.0,2.0,0.11,1117446.0,Livingston,Texas,77351.0,1400.0,7/8/2020
1039939,61213.0,for_sale,24900.0,,,0.17,242278.0,Livingston,Texas,77351.0,,
1039940,31056.0,for_sale,37000.0,,,0.24,903479.0,Livingston,Texas,77351.0,,2/21/2017
1039941,1032.0,for_sale,185000.0,,,,1871934.0,Livingston,Texas,77351.0,,
1039942,57202.0,for_sale,290000.0,4.0,3.0,0.2,250006.0,Livingston,Texas,77351.0,1700.0,
1039943,57202.0,for_sale,339000.0,4.0,3.0,0.2,564000.0,Livingston,Texas,77351.0,1809.0,
1039944,53016.0,for_sale,175000.0,,,1.44,1579386.0,Livingston,Texas,77351.0,,
1039945,30461.0,for_sale,229000.0,,,2.2,1664404.0,Livingston,Texas,77351.0,,
1039946,4317.0,for_sale,5000.0,,,0.25,431.0,Hemphill,Texas,75948.0,,
1039947,100787.0,for_sale,69500.0,,,10.0,1980593.0,Hemphill,Texas,75948.0,,
1039948,109950.0,for_sale,6000.0,,,,1848986.0,Hemphill,Texas,75948.0,,
1039949,74478.0,for_sale,65000.0,,,2.98,1305579.0,Hemphill,Texas,75948.0,,
1039950,100787.0,for_sale,22000.0,,,0.28,975765.0,Hemphill,Texas,75948.0,,
1039951,22420.0,for_sale,85000.0,,,3.05,1957230.0,Nacogdoches,Texas,75961.0,,
1039952,1265.0,for_sale,125000.0,2.0,1.0,0.38,360950.0,Hemphill,Texas,75948.0,776.0,
1039953,77519.0,for_sale,164900.0,3.0,2.0,,355681.0,Hemphill,Texas,75948.0,1632.0,
1039954,100787.0,for_sale,165000.0,2.0,1.0,0.33,1168121.0,Hemphill,Texas,75948.0,1096.0,
1039955,100787.0,for_sale,230000.0,3.0,2.0,0.11,440614.0,Hemphill,Texas,75948.0,1295.0,10/29/2021
1039956,107109.0,for_sale,175000.0,2.0,2.0,0.04,342241.0,Hemphill,Texas,75948.0,1120.0,
1039957,100787.0,for_sale,3900.0,,,0.26,2958.0,Hemphill,Texas,75948.0,,
1039958,107109.0,for_sale,385000.0,3.0,3.0,,405079.0,Hemphill,Texas,75948.0,2000.0,
1039959,4317.0,for_sale,10500.0,,,0.62,1040.0,Hemphill,Texas,75948.0,,4/20/2022
1039960,4317.0,for_sale,10500.0,,,0.51,2616.0,Hemphill,Texas,75948.0,,
1039961,4317.0,for_sale,10500.0,,,0.51,2967.0,Hemphill,Texas,75948.0,,
1039962,4317.0,for_sale,10500.0,,,0.51,743.0,Hemphill,Texas,75948.0,,
1039963,4317.0,for_sale,10500.0,,,0.55,3017.0,Hemphill,Texas,75948.0,,4/20/2022
1039964,4317.0,for_sale,10500.0,,,0.54,1041.0,Hemphill,Texas,75948.0,,
1039965,74478.0,for_sale,95000.0,4.0,2.0,,1501053.0,Hemphill,Texas,75948.0,1844.0,8/9/2016
1039966,23859.0,for_sale,530000.0,3.0,5.0,1.2,1122654.0,Hemphill,Texas,75948.0,5390.0,
1039967,78513.0,for_sale,88000.0,,,0.75,739861.0,Hemphill,Texas,75948.0,,
1039968,4317.0,for_sale,350000.0,,,2.89,877.0,Hemphill,Texas,75948.0,,
1039969,37235.0,for_sale,203000.0,3.0,3.0,0.72,333970.0,Pollok,Texas,75969.0,1744.0,4/27/2020
1039970,57433.0,for_sale,529900.0,,,84.46,1950473.0,Pollok,Texas,75969.0,,
1039971,46115.0,for_sale,298500.0,4.0,3.0,5.0,1756150.0,Pollok,Texas,75969.0,2166.0,
